id_cliente,cancelacion,genero,adulto_mayor,pareja,dependientes,meses_antiguedad,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,tv_streaming,peliculas_streaming,tipo_contrato,factura_digital,metodo_pago,cargos_mensuales,cargos_totales,cancelacion_binaria,cargos_diarios,total_servicios,etiqueta_adulto_mayor
0224-HJAPT,Si,Masculino,0,No,No,5,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,47.15,223.15,1,1.5716666666666665,3,No
0224-NIJLP,No,Masculino,0,Si,Si,8,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,20.15,165.5,0,0.6716666666666666,1,No
0224-RLWWD,No,Femenino,1,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,44.3,89.3,0,1.4766666666666666,2,Si
0225-ZORZP,No,Masculino,0,No,No,3,Si,No,Fibra optica,No,Si,No,No,No,Si,Mes a mes,No,Cheque electronico,84.3,235.05,0,2.81,4,No
0228-MAUWC,No,Masculino,0,No,No,19,Si,Si,DSL,No,No,Si,Si,No,No,Mes a mes,No,Cheque electronico,59.55,1144.6,0,1.9849999999999999,5,No
0229-LFJAF,No,Masculino,0,No,No,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos anos,No,Transferencia bancaria automatica,69.65,4908.25,0,2.3216666666666668,7,No
0230-UBYPQ,No,Masculino,1,Si,No,63,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Un ano,No,Transferencia bancaria automatica,36.1,2298.9,0,1.2033333333333334,3,Si
0230-WEQUW,No,Masculino,0,Si,No,66,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,No,Dos anos,Si,Transferencia bancaria automatica,56.6,3789.2,0,1.8866666666666667,6,No
0231-LXVAP,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,Si,No,No,Mes a mes,Si,Cheque electronico,75.9,75.9,1,2.5300000000000002,3,No
0233-FTHAV,No,Femenino,0,No,No,60,Si,Si,Fibra optica,No,No,Si,No,No,No,Un ano,Si,Transferencia bancaria automatica,79.2,4765.0,0,2.64,4,No
0234-TEVTT,No,Femenino,0,Si,Si,48,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,Si,Un ano,No,Tarjeta de credito automatica,45.0,2196.3,0,1.5,4,No
0235-KGSLC,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,Si,No,Si,No,Mes a mes,Si,Tarjeta de credito automatica,85.55,85.55,1,2.8516666666666666,4,No
0236-HFWSV,Si,Masculino,0,No,No,15,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,93.35,1444.65,1,3.1116666666666664,5,No
0237-YFUTL,No,Femenino,0,Si,No,50,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mes a mes,Si,Transferencia bancaria automatica,109.65,5405.8,0,3.6550000000000002,8,No
0238-WHBIQ,No,Masculino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,89.7,6339.3,0,2.99,9,No
0239-OXEXL,No,Femenino,0,No,No,46,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mes a mes,No,Cheque enviado por correo,84.25,3847.6,0,2.808333333333333,5,No
0244-LGNFY,No,Femenino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,92.65,6733.0,0,3.0883333333333334,9,No
0247-SLUJI,No,Masculino,0,Si,Si,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.7,19.7,0,0.6566666666666666,1,No
0248-IPDFW,No,Femenino,0,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,50.1,50.1,0,1.6700000000000002,3,No
0248-PGHBZ,No,Femenino,1,No,No,67,Si,No,Fibra optica,Si,Si,No,Si,Si,No,Dos anos,Si,Transferencia bancaria automatica,92.45,6140.85,0,3.0816666666666666,6,Si
0253-ZTEOB,No,Femenino,0,Si,Si,48,Si,Si,DSL,No,Si,No,Si,Si,Si,Dos anos,No,Cheque electronico,79.65,3870.3,0,2.6550000000000002,7,No
0254-FNMCI,No,Femenino,0,No,No,72,Si,No,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,Si,Cheque electronico,109.9,7624.2,0,3.6633333333333336,8,No
0254-KCJGT,No,Masculino,0,Si,No,52,Si,Si,DSL,Si,Si,Si,Si,No,Si,Un ano,Si,Tarjeta de credito automatica,81.4,4354.45,0,2.7133333333333334,8,No
0254-WWRKD,No,Femenino,0,Si,Si,67,Si,No,DSL,No,Si,No,No,No,No,Un ano,No,Tarjeta de credito automatica,50.55,3431.75,0,1.6849999999999998,3,No
0256-LTHVJ,Si,Femenino,0,Si,Si,28,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,81.05,2227.1,1,2.7016666666666667,3,No
0257-KXZGU,No,Femenino,0,Si,Si,32,Si,Si,DSL,No,Si,Si,No,No,No,Mes a mes,No,Transferencia bancaria automatica,62.45,2045.55,0,2.0816666666666666,5,No
0257-ZESQC,Si,Femenino,1,Si,No,27,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria automatica,75.2,1929.35,1,2.506666666666667,3,Si
0258-NOKBL,No,Masculino,0,No,No,3,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,No,Cheque electronico,90.4,268.45,0,3.0133333333333336,5,No
0259-GBZSH,Si,Masculino,0,No,No,2,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,85.65,181.5,1,2.855,4,No
0260-ZDLGK,Si,Femenino,0,No,Si,9,Si,No,DSL,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque enviado por correo,72.9,651.4,1,2.43,6,No
0263-FJTQO,No,Masculino,0,Si,Si,50,Si,Si,DSL,Si,No,No,Si,Si,No,Dos anos,Si,Tarjeta de credito automatica,70.5,3486.65,0,2.35,6,No
0264-CNITK,No,Femenino,0,Si,Si,71,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,20.1,1389.6,0,0.67,1,No
0265-EDXBD,Si,Masculino,1,Si,No,32,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,74.9,2303.35,1,2.496666666666667,3,Si
0265-PSUAE,No,Femenino,0,Si,Si,16,Si,No,Fibra optica,Si,No,Si,No,Si,Si,Mes a mes,No,Transferencia bancaria automatica,100.7,1522.7,0,3.356666666666667,6,No
0266-CLZKZ,No,Femenino,0,Si,Si,67,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,105.65,6717.9,0,3.521666666666667,7,No
0266-GMEAO,No,Masculino,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,114.3,8058.55,0,3.81,9,No
0268-QKIWO,Si,Femenino,0,No,No,3,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque electronico,19.75,58.85,1,0.6583333333333333,1,No
0269-XFESX,No,Masculino,0,Si,Si,23,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,24.35,538.5,0,0.8116666666666668,2,No
0270-THENM,No,Masculino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos anos,No,Transferencia bancaria automatica,69.85,5102.35,0,2.328333333333333,7,No
0274-JKUJR,No,Masculino,0,Si,Si,7,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Mes a mes,No,Cheque enviado por correo,58.85,465.7,0,1.9616666666666667,6,No
0277-BKSQP,No,Masculino,0,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,54.4,475.1,0,1.8133333333333332,3,No
0277-ORXQS,No,Masculino,0,Si,Si,66,No,Sin servicio telefonico,DSL,No,No,No,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,50.55,3364.55,0,1.6849999999999998,4,No
0278-YXOOG,Si,Masculino,0,No,No,5,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,21.05,113.85,1,0.7016666666666667,1,No
0280-XJGEX,Si,Masculino,0,No,No,49,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria automatica,103.7,5036.3,1,3.4566666666666666,7,No
0281-CNTZX,No,Masculino,0,Si,No,63,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Transferencia bancaria automatica,19.95,1234.8,0,0.6649999999999999,1,No
0282-NVSJS,No,Femenino,1,Si,Si,12,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque enviado por correo,29.3,355.9,0,0.9766666666666667,2,Si
0285-INHLN,No,Masculino,0,Si,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,54.75,1510.3,0,1.825,4,No
0289-IVARM,No,Femenino,0,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Mes a mes,No,Cheque electronico,60.55,1982.6,0,2.018333333333333,5,No
0292-WEGCH,No,Femenino,0,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electronico,86.2,4524.05,0,2.8733333333333335,8,No
0295-PPHDO,Si,Masculino,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,95.45,95.45,1,3.1816666666666666,5,No
0295-QVKPB,No,Masculino,0,No,No,5,Si,No,DSL,No,No,Si,Si,Si,No,Mes a mes,Si,Tarjeta de credito automatica,63.95,318.1,0,2.131666666666667,5,No
0297-RBCSG,No,Masculino,0,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,Un ano,Si,Transferencia bancaria automatica,65.35,1231.85,0,2.1783333333333332,5,No
0298-XACET,No,Masculino,0,Si,Si,52,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,No,Dos anos,No,Cheque enviado por correo,50.2,2554.0,0,1.6733333333333333,5,No
0301-FIDRB,No,Femenino,0,Si,Si,72,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,63.8,4684.3,0,2.1266666666666665,7,No
0301-KOBTQ,No,Masculino,0,No,No,32,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Transferencia bancaria automatica,20.05,614.45,0,0.6683333333333333,1,No
0302-JOIVN,Si,Femenino,0,Si,No,8,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,No,Cheque electronico,101.15,842.9,1,3.371666666666667,6,No
0303-UNCIP,No,Masculino,0,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Un ano,No,Cheque enviado por correo,65.0,2531.8,0,2.1666666666666665,5,No
0303-WMMRN,No,Masculino,0,No,No,5,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque enviado por correo,19.25,86.05,0,0.6416666666666667,1,No
0305-SQECB,No,Femenino,0,No,Si,11,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Un ano,Si,Cheque enviado por correo,36.05,402.6,0,1.2016666666666667,3,No
0306-JAELE,Si,Masculino,0,No,No,5,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electronico,96.1,453.4,1,3.203333333333333,5,No
0307-BCOPK,No,Femenino,0,No,No,16,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,19.05,326.65,0,0.635,1,No
0308-GIQJT,No,Masculino,1,No,No,71,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Un ano,No,Transferencia bancaria automatica,105.75,7382.85,0,3.525,7,Si
0308-IVGOK,No,Femenino,0,No,No,11,No,Sin servicio telefonico,DSL,No,Si,Si,Si,No,No,Un ano,Si,Tarjeta de credito automatica,40.4,422.6,0,1.3466666666666667,4,No
0310-MVLET,Si,Femenino,0,Si,Si,61,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,99.15,6010.05,1,3.305,6,No
0310-SUCIN,No,Femenino,0,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Un ano,Si,Transferencia bancaria automatica,84.8,6046.1,0,2.8266666666666667,8,No
0310-VQXAM,No,Masculino,0,No,No,9,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.85,178.8,0,0.6616666666666667,1,No
0311-QYWSS,No,Femenino,0,No,No,6,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque electronico,49.45,314.6,0,1.6483333333333334,3,No
0311-UNPFF,Si,Femenino,0,No,No,26,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria automatica,88.8,2274.35,1,2.96,4,No
0314-TKOSI,No,Femenino,0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Cheque enviado por correo,55.15,322.9,0,1.8383333333333334,4,No
0315-LVCRK,No,Masculino,0,No,No,11,Si,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,No,Cheque electronico,84.8,888.75,0,2.8266666666666667,4,No
0318-QUUOB,Si,Masculino,0,Si,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,80.55,80.55,1,2.685,3,No
0318-ZOPWS,No,Femenino,0,Si,No,49,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Transferencia bancaria automatica,20.15,973.35,0,0.6716666666666666,1,No
0319-QZTCO,No,Femenino,0,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de credito automatica,58.7,168.6,0,1.9566666666666668,4,No
0320-DWVTU,No,Femenino,0,No,No,53,Si,No,Fibra optica,Si,Si,Si,Si,No,Si,Dos anos,No,Cheque enviado por correo,99.5,5424.25,0,3.316666666666667,7,No
0320-JDNQG,Si,Masculino,0,Si,Si,23,Si,No,Fibra optica,Si,No,No,Si,Si,Si,Mes a mes,Si,Cheque electronico,99.85,2331.3,1,3.328333333333333,6,No
0322-CHQRU,Si,Masculino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,45.35,89.5,1,1.5116666666666667,2,No
0322-YINQP,Si,Masculino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,48.55,48.55,1,1.6183333333333332,3,No
0323-XWWTN,No,Masculino,0,No,Si,3,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Cheque enviado por correo,26.4,121.25,0,0.88,2,No
0324-BRPCJ,Si,Femenino,1,Si,No,68,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,100.2,6851.65,1,3.3400000000000003,6,Si
0325-XBFAC,Si,Masculino,0,No,No,8,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,94.7,740.3,1,3.1566666666666667,5,No
0326-VDYXE,No,Femenino,0,Si,No,70,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un ano,Si,Cheque electronico,97.65,6982.5,0,3.2550000000000003,6,No
0327-WFZSY,No,Masculino,0,Si,Si,39,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un ano,No,Cheque electronico,100.0,3835.55,0,3.3333333333333335,6,No
0328-GRPMV,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,70.1,70.1,1,2.3366666666666664,2,No
0329-GTIAJ,Si,Femenino,0,No,No,3,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,Si,Cheque electronico,97.9,315.3,1,3.2633333333333336,6,No
0330-BGYZE,No,Masculino,0,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un ano,No,Transferencia bancaria automatica,102.5,6157.6,0,3.4166666666666665,7,No
0330-IVZHA,Si,Femenino,0,Si,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,69.95,330.15,1,2.3316666666666666,2,No
0334-GDDSO,Si,Masculino,1,No,No,3,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electronico,81.35,233.7,1,2.7116666666666664,4,Si
0334-ZFJSR,No,Femenino,0,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,Un ano,Si,Tarjeta de credito automatica,66.05,3462.1,0,2.2016666666666667,6,No
0336-KXKFK,No,Masculino,0,No,No,72,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,61.2,4390.25,0,2.04,6,No
0336-PIKEI,No,Masculino,1,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos anos,No,Transferencia bancaria automatica,74.4,5360.75,0,2.48,7,Si
0337-CNPZE,Si,Femenino,0,No,No,41,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,106.3,4443.45,1,3.5433333333333334,7,No
0343-QLUZP,No,Masculino,0,No,No,60,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Dos anos,No,Transferencia bancaria automatica,39.6,2424.5,0,1.32,4,No
0345-HKJVM,Si,Femenino,0,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electronico,89.3,577.6,1,2.9766666666666666,4,No
0345-XMMUG,No,Femenino,0,Si,No,46,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,108.9,4854.3,0,3.6300000000000003,8,No
0347-UBKUZ,No,Femenino,0,No,No,15,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.9,320.45,0,0.6633333333333333,1,No
0348-SDKOL,Si,Femenino,0,Si,No,58,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de credito automatica,102.1,5885.4,1,3.4033333333333333,7,No
0354-VXMJC,No,Masculino,0,Si,Si,23,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,19.6,426.65,0,0.6533333333333334,1,No
0354-WYROK,Si,Femenino,1,Si,Si,31,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electronico,98.9,2911.3,1,3.296666666666667,6,Si
0356-ERHVT,No,Masculino,0,Si,No,11,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria automatica,45.9,521.9,0,1.53,2,No
0356-OBMAC,No,Femenino,1,No,No,56,Si,Si,Fibra optica,No,Si,Si,Si,Si,No,Dos anos,Si,Transferencia bancaria automatica,99.9,5706.3,0,3.33,7,Si
0357-NVCRI,No,Femenino,0,No,Si,25,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Tarjeta de credito automatica,20.05,471.7,0,0.6683333333333333,1,No
0361-HJRDX,No,Femenino,0,No,No,68,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,64.35,4539.6,0,2.145,7,No
0362-RAOQO,No,Femenino,0,No,No,40,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,19.65,830.25,0,0.6549999999999999,1,No
0362-ZBZWJ,Si,Masculino,0,No,No,36,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,84.9,3067.2,1,2.83,4,No
0363-QJVFX,Si,Masculino,0,No,No,32,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mes a mes,Si,Tarjeta de credito automatica,108.15,3432.9,1,3.605,8,No
0363-SVHYR,No,Masculino,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,86.85,6263.8,0,2.895,9,No
0365-BZUWY,No,Masculino,0,Si,No,17,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,102.55,1742.5,0,3.4183333333333334,7,No
0365-GXEZS,No,Masculino,0,Si,No,18,Si,No,Fibra optica,No,No,Si,Si,No,No,Mes a mes,No,Cheque electronico,78.2,1468.75,0,2.606666666666667,4,No
0365-TRTPY,No,Femenino,0,No,No,37,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mes a mes,No,Transferencia bancaria automatica,91.2,3382.3,0,3.04,6,No
0366-NQSHS,No,Masculino,0,No,No,2,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.35,46.35,0,0.645,1,No
0369-ZGOVK,No,Femenino,0,Si,Si,28,Si,No,Fibra optica,No,No,No,No,No,No,Un ano,Si,Transferencia bancaria automatica,70.4,1992.2,0,2.3466666666666667,2,No
0373-AIVNJ,No,Masculino,0,No,No,9,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Un ano,No,Cheque enviado por correo,39.55,373.0,0,1.3183333333333331,4,No
0374-AACSZ,No,Femenino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque electronico,50.15,50.15,0,1.6716666666666666,3,No
0374-FIUCA,No,Masculino,0,Si,No,65,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Tarjeta de credito automatica,20.4,1414.45,0,0.6799999999999999,1,No
0374-IOEGQ,No,Femenino,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,44.6,122.7,0,1.4866666666666668,2,No
0375-HVGXO,Si,Femenino,0,No,No,1,No,Sin servicio telefonico,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,34.7,34.7,1,1.1566666666666667,2,No
0376-OIWME,No,Masculino,0,Si,No,36,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,93.6,3366.05,0,3.1199999999999997,5,No
0376-YMCJC,Si,Masculino,0,No,No,23,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mes a mes,Si,Cheque electronico,90.6,1943.2,1,3.02,5,No
0377-JBKKT,No,Masculino,0,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Mes a mes,Si,Cheque enviado por correo,57.95,1271.8,0,1.9316666666666669,5,No
0378-CJKPV,No,Femenino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,112.1,7965.95,0,3.7366666666666664,9,No
0378-NHQXU,Si,Femenino,0,Si,Si,17,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,No,Cheque electronico,88.25,1460.65,1,2.941666666666667,5,No
0378-TOVMS,Si,Femenino,0,No,No,3,Si,No,Fibra optica,No,No,No,Si,No,Si,Mes a mes,No,Cheque electronico,85.8,272.2,1,2.86,4,No
0378-XSZPU,Si,Masculino,0,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,Un ano,No,Tarjeta de credito automatica,60.3,3563.8,1,2.01,5,No
0379-DJQHR,No,Masculino,0,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,Dos anos,No,Tarjeta de credito automatica,81.35,5398.6,0,2.7116666666666664,7,No
0380-NEAVX,No,Masculino,1,No,No,34,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Un ano,Si,Cheque electronico,99.85,3343.15,0,3.328333333333333,6,Si
0380-ZCSBI,No,Masculino,0,No,No,10,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Tarjeta de credito automatica,20.0,198.7,0,0.6666666666666666,1,No
0383-CLDDA,No,Femenino,0,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,85.35,5897.4,0,2.8449999999999998,8,No
0384-LPITE,No,Masculino,0,No,No,40,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Un ano,No,Tarjeta de credito automatica,62.05,2511.55,0,2.0683333333333334,6,No
0384-RVBPI,No,Masculino,0,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Mes a mes,No,Tarjeta de credito automatica,64.4,1398.6,0,2.146666666666667,5,No
0386-CWRGM,No,Femenino,0,Si,Si,46,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,19.4,967.85,0,0.6466666666666666,1,No
0388-EOPEX,Si,Femenino,0,Si,No,2,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electronico,74.4,139.4,1,2.48,3,No
0390-DCFDQ,Si,Femenino,1,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,70.45,70.45,1,2.3483333333333336,2,Si
0392-BZIUW,No,Femenino,0,Si,No,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos anos,Si,Tarjeta de credito automatica,105.0,7589.8,0,3.5,7,No
0394-YONDK,No,Masculino,0,Si,Si,70,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,25.15,1790.15,0,0.8383333333333333,2,No
0396-HUJBP,No,Femenino,0,No,No,2,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.3,44.4,0,0.6433333333333333,1,No
